Altbaumodernisierung	Altbaumodernisierung	NN	positive	0/0/0	D
Altbausanierung	Altbausanierung	NN	positive	0/0/0	D
Alterungsbeständigkeit	Alterungsbeständigkeit	NN	positive	0/0/0	D
Altruist	Altruist	NN	positive	0/0/0	D
Altruistin	Altruistin	NN	positive	0/0/0	D
Amtsbefugnis	Amtsbefugnis	NN	positive	0/0/0	D
Amulett	Amulett	NN	positive	0/0/0	D
Amüsement	Amüsement	NN	positive	0/0/0	D
Anbeter	Anbeter	NN	positive	0/0/0	D
Anbetung	Anbetung	NN	positive	0/0/0	D
Andacht	Andacht	NN	positive	0/0/0	D
Andrang	Andrang	NN	positive	0.0040/0/0	L
Andranges	Andrang	NN	positive	0.0040/0/0	L
Andrangs	Andrang	NN	positive	0.0040/0/0	L
Anerkenntnis	Anerkenntnis	NN	positive	0/0/0	D
Anerkennung	Anerkennung	NN	positive	0.0855/0/0	L
Anerkennungen	Anerkennung	NN	positive	0.0855/0/0	L
Angebot	Angebot	NN	positive	0.0711/0/0	L
Angebote	Angebot	NN	positive	0.0711/0/0	L
Angeboten	Angebot	NN	positive	0.0711/0/0	L
Angebotes	Angebot	NN	positive	0.0711/0/0	L
Angebots	Angebot	NN	positive	0.0711/0/0	L
Angemessenheit	Angemessenheit	NN	positive	0.0040/0/0	L
Anhebung	Anhebung	NN	positive	0.0040/0/0	L
Anhebungen	Anhebung	NN	positive	0.0040/0/0	L
Anheiterung	Anheiterung	NN	positive	0.0040/0/0	L
Anhängen	Anhang	NN	positive	0.5/0.5/0	D
Anhänger	Anhänger	NN	positive	0/0.666667/0.333333	D
Anhängerin	Anhängerin	NN	positive	0/0/0	D
Ankurbelung	Ankurbelung	NN	positive	0.0040/0/0	L
Anlageziel	Anlageziel	NN	positive	0/0/0	D
Anlenkung	Anlenkung	NN	positive	0/0/0	D
Anmut	Anmut	NN	positive	0/0/0	D
Anmutung	Anmutung	NN	positive	1/0/0	D
Annehmlichkeit	Annehmlichkeit	NN	positive	0.0040/0/0	L
Annehmlichkeiten	Annehmlichkeit	NN	positive	0.0040/0/0	L
Annäherung	Annäherung	NN	positive	0.0040/0/0	L
Annäherungen	Annäherung	NN	positive	0.0040/0/0	L
Anpassbarkeit	Anpassbarkeit	NN	positive	0/0/0	D
Anpassung	Anpassung	NN	positive	0.0040/0/0	L
Anpassungen	Anpassung	NN	positive	0.0040/0/0	L
Anpassungsfähigkeit	Anpassungsfähigkeit	NN	positive	0.0040/0/0	L
Anraten	Anraten	NN	positive	0/0.5/0.5	D
Anrecht	Anrecht	NN	positive	0/0/0	D
Anregung	Anregung	NN	positive	0/0/1	D
Anreicherung	Anreicherung	NN	positive	0.0040/0/0	L
Anreicherungen	Anreicherung	NN	positive	0.0040/0/0	L
Anreiz	Anreiz	NN	positive	0/0/0	D
Anreizung	Anreizung	NN	positive	0/0/0	D
Anschluss	Anschluss	NN	positive	0.204545/0.5/0.295455	D
Ansehen	Ansehen	NN	positive	0.315789/0.473684/0.210526	D
Ansporn	Ansporn	NN	positive	0/0/0	D
Anspornung	Anspornung	NN	positive	0/0/0	D
Ansprechvermögen	Ansprechvermögen	NN	positive	0/0/0	D
Anspruch	Anspruch	NN	positive	0.0040/0/0	L
Anspruches	Anspruch	NN	positive	0.0040/0/0	L
Anspruchs	Anspruch	NN	positive	0.0040/0/0	L
Ansprüche	Anspruch	NN	positive	0.0040/0/0	L
Ansprüchen	Anspruch	NN	positive	0.0040/0/0	L
Anstand	Anstand	NN	positive	0.0040/0/0	L
Anstandes	Anstand	NN	positive	0.0040/0/0	L
Anstands	Anstand	NN	positive	0.0040/0/0	L
Anstandsgefühl	Anstandsgefühl	NN	positive	0/0/0	D
Anstelligkeit	Anstelligkeit	NN	positive	0/0/0	D
Anstieg	Anstieg	NN	positive	0.0040/0/0	L
Anstiege	Anstieg	NN	positive	0.0040/0/0	L
Anstiegen	Anstieg	NN	positive	0.0040/0/0	L
Anstieges	Anstieg	NN	positive	0.0040/0/0	L
Anstiegs	Anstieg	NN	positive	0.0040/0/0	L
Ansturm	Ansturm	NN	positive	0/0/0	D
Anstände	Anstand	NN	positive	0.0040/0/0	L
Anständen	Anstand	NN	positive	0.0040/0/0	L
Anständigkeit	Anständigkeit	NN	positive	0.0040/0/0	L
Anteil	Anteil	NN	positive	0.0040/0/0	L
Anteile	Anteil	NN	positive	0.0040/0/0	L
Anteilen	Anteil	NN	positive	0.0040/0/0	L
Anteiles	Anteil	NN	positive	0.0040/0/0	L
Anteils	Anteil	NN	positive	0.0040/0/0	L
Antrieb	Antrieb	NN	positive	0/1/0	D
Antriebskraft	Antriebskraft	NN	positive	0/0/0	D
Antriebsleistung	Antriebsleistung	NN	positive	0/0/0	D
Anwendungsempfehlung	Anwendungsempfehlung	NN	positive	0/0/0	D
Anwendungsempfehlungen	Anwendungsempfehlung	NN	positive	0/0/0	D
Anzahlung	Anzahlung	NN	positive	0/0/0	D
Anziehung	Anziehung	NN	positive	0.0040/0/0	L
Anziehungen	Anziehung	NN	positive	0.0040/0/0	L
Anziehungskraft	Anziehungskraft	NN	positive	0/0/0	D
Anziehungspunkt	Anziehungspunkt	NN	positive	0/0/0	D
Anzug	Anzug	NN	positive	0/1/0	D
Apotheose	Apotheose	NN	positive	0/0/0	D
Applaus	Applaus	NN	positive	0.0871/0/0	L
Applause	Applaus	NN	positive	0.0871/0/0	L
Applausen	Applaus	NN	positive	0.0871/0/0	L
Applauses	Applaus	NN	positive	0.0871/0/0	L
Applauss	Applaus	NN	positive	0.0871/0/0	L
Approbation	Approbation	NN	positive	0/0/0	D
Arbeitgeberleistung	Arbeitgeberleistung	NN	positive	0/0/0	D
Arbeitseifer	Arbeitseifer	NN	positive	0/0/0	D
Arbeitsleistung	Arbeitsleistung	NN	positive	0/0/0	D
Arretierung	Arretierung	NN	positive	0.166667/0.333333/0.5	D
Artigkeit	Artigkeit	NN	positive	0/0/0	D
Assekuranz	Assekuranz	NN	positive	0/0/0	D
Attraktivität	Attraktivität	NN	positive	0.0040/0/0	L
Aufbau	Aufbau	NN	positive	0.352941/0.176471/0.470588	D
Aufbereitung	Aufbereitung	NN	positive	0.0040/0/0	L
Aufbereitungen	Aufbereitung	NN	positive	0.0040/0/0	L
Aufbesserung	Aufbesserung	NN	positive	0.0040/0/0	L
Aufbesserungen	Aufbesserung	NN	positive	0.0040/0/0	L
Aufeinanderabstimmung	Aufeinanderabstimmung	NN	positive	0/0/0	D
Auferstehung	Auferstehung	NN	positive	0.0040/0/0	L
Auferstehungen	Auferstehung	NN	positive	0.0040/0/0	L
Auferweckung	Auferweckung	NN	positive	0/0/0	D
Auffassungsgabe	Auffassungsgabe	NN	positive	0/0/0	D
Auffassungsvermögen	Auffassungsvermögen	NN	positive	0/0/0	D
Aufgeklärtheit	Aufgeklärtheit	NN	positive	0/0/0	D
Aufgeld	Aufgeld	NN	positive	0/0/0	D
Aufgeregtheit	Aufgeregtheit	NN	positive	0/0/0	D
Aufgewecktheit	Aufgewecktheit	NN	positive	0/0/0	D
Aufhellungen	Aufhellung	NN	positive	0/0/0	D
Aufklärung	Aufklärung	NN	positive	0/1/0	D
Aufmerksamkeit	Aufmerksamkeit	NN	positive	0.0040/0/0	L
Aufmerksamkeiten	Aufmerksamkeit	NN	positive	0.0040/0/0	L
Aufmunterung	Aufmunterung	NN	positive	0.0040/0/0	L
Aufmunterungen	Aufmunterung	NN	positive	0.0040/0/0	L
Aufnahme	Aufnahme	NN	positive	0.372093/0.348837/0.27907	D
Aufrichtigkeit	Aufrichtigkeit	NN	positive	0.0040/0/0	L
Aufschwung	Aufschwung	NN	positive	0.0040/0/0	L
Aufschwunges	Aufschwung	NN	positive	0.0040/0/0	L
Aufschwungs	Aufschwung	NN	positive	0.0040/0/0	L
Aufschwünge	Aufschwung	NN	positive	0.0040/0/0	L
Aufschwüngen	Aufschwung	NN	positive	0.0040/0/0	L
Aufsteiger	Aufsteiger	NN	positive	0/0/0	D
Aufstieg	Aufstieg	NN	positive	0.0040/0/0	L
Aufstiege	Aufstieg	NN	positive	0.0040/0/0	L
Aufstiegen	Aufstieg	NN	positive	0.0040/0/0	L
Aufstieges	Aufstieg	NN	positive	0.0040/0/0	L
Aufstiegs	Aufstieg	NN	positive	0.0040/0/0	L
Aufstockung	Aufstockung	NN	positive	0.0040/0/0	L
Aufstockungen	Aufstockung	NN	positive	0.0040/0/0	L
Auftrag	Auftrag	NN	positive	0.0040/0/0	L
Auftrages	Auftrag	NN	positive	0.0040/0/0	L
Auftrags	Auftrag	NN	positive	0.0040/0/0	L
Auftrieb	Auftrieb	NN	positive	0.0040/0/0	L
Auftriebe	Auftrieb	NN	positive	0.0040/0/0	L
Auftrieben	Auftrieb	NN	positive	0.0040/0/0	L
Auftriebes	Auftrieb	NN	positive	0.0040/0/0	L
Auftriebs	Auftrieb	NN	positive	0.0040/0/0	L
Aufträge	Auftrag	NN	positive	0.0040/0/0	L
Aufträgen	Auftrag	NN	positive	0.0040/0/0	L
Aufwertung	Aufwertung	NN	positive	0.0040/0/0	L
Aufwertungen	Aufwertung	NN	positive	0.0040/0/0	L
Aufwärtstrend	Aufwärtstrend	NN	positive	0.0040/0/0	L
Augenweide	Augenweide	NN	positive	0.0844/0/0	L
Augenweiden	Augenweide	NN	positive	0.0844/0/0	L
Augenzwinkern	Augenzwinkern	NN	positive	0/0/0	D
Ausbau	Ausbau	NN	positive	0.0040/0/0	L
Ausbaues	Ausbau	NN	positive	0.0040/0/0	L
Ausbaus	Ausbau	NN	positive	0.0040/0/0	L
Ausbildung	Ausbildung	NN	positive	0.0040/0/0	L
Ausbildungen	Ausbildung	NN	positive	0.0040/0/0	L
Ausblick	Ausblick	NN	positive	0/0/0	D
Ausdauer	Ausdauer	NN	positive	0.0886/0/0	L
Ausfallsicherheit	Ausfallsicherheit	NN	positive	0/0/0	D
Ausgeglichenheit	Ausgeglichenheit	NN	positive	0/0/0	D
Ausgelassenheit	Ausgelassenheit	NN	positive	0/0/0	D
Ausgleich	Ausgleich	NN	positive	0.0040/0/0	L
Ausgleiche	Ausgleich	NN	positive	0.0040/0/0	L
Ausgleichen	Ausgleich	NN	positive	0.0040/0/0	L
Ausgleiches	Ausgleich	NN	positive	0.0040/0/0	L
Ausgleichs	Ausgleich	NN	positive	0.0040/0/0	L
Ausgleichszahlung	Ausgleichszahlung	NN	positive	0.0040/0/0	L
Ausgleichszahlungen	Ausgleichszahlung	NN	positive	0.0040/0/0	L
Ausgrabung	Ausgrabung	NN	positive	0/0/0	D
Aushilfe	Aushilfe	NN	positive	0/0/0	D
Aushängeschild	Aushängeschild	NN	positive	0/0/0	D
Auskunft	Auskunft	NN	positive	0.1/0.6/0.3	D
Auslese	Auslese	NN	positive	0/0/1	D
Aussagekraft	Aussagekraft	NN	positive	1/0/0	D
Aussicht	Aussicht	NN	positive	0/1/0	D
Aussichten	Aussicht	NN	positive	0/1/0	D
Ausstrahlung	Ausstrahlung	NN	positive	0.333333/0.333333/0.333333	D
Auszahlung	Auszahlung	NN	positive	0/0/0	D
Auszeichnung	Auszeichnung	NN	positive	0.0040/0/0	L
Auszeichnungen	Auszeichnung	NN	positive	0.0040/0/0	L
Authentizität	Authentizität	NN	positive	0.0040/0/0	L
Autonomie	Autonomie	NN	positive	0.0040/0/0	L
Autonomien	Autonomie	NN	positive	0.0040/0/0	L
Bake	Bake	NN	positive	0/0/0	D
Bankzinsen	Bankzins	NN	positive	0/0/0	D
Barmherzigkeit	Barmherzigkeit	NN	positive	0/0/0	D
Beachtung	Beachtung	NN	positive	0/1/0	D
Bedachtsamkeit	Bedachtsamkeit	NN	positive	0/0/0	D
Bedeutsamkeit	Bedeutsamkeit	NN	positive	0/0/0	D
Bedeutung	Bedeutung	NN	positive	0.0040/0/0	L
Bedeutungen	Bedeutung	NN	positive	0.0040/0/0	L
Bedächtigkeit	Bedächtigkeit	NN	positive	0/0/0	D
Befeuerung	Befeuerung	NN	positive	0/0/0	D
Beflissenheit	Beflissenheit	NN	positive	0/0/0	D
Befolgung	Befolgung	NN	positive	0/1/0	D
Befreiung	Befreiung	NN	positive	0.0040/0/0	L
Befreiungen	Befreiung	NN	positive	0.0040/0/0	L
Befriedigung	Befriedigung	NN	positive	0.0040/0/0	L
Befriedigungen	Befriedigung	NN	positive	0.0040/0/0	L
Befugnis	Befugnis	NN	positive	0/0/0	D
Befunken	Befunken	NN	positive	0/0/0	D
Befähigung	Befähigung	NN	positive	0/0/0	D
Beförderer	Beförderer	NN	positive	0/0/0	D
Beförderung	Beförderung	NN	positive	0.0040/0/0	L
Beförderungen	Beförderung	NN	positive	0.0040/0/0	L
Befürworter	Befürworter	NN	positive	0/0/0	D
Befürworterin	Befürworterin	NN	positive	0/0/0	D
Befürwortung	Befürwortung	NN	positive	0/0/0	D
Begabung	Begabung	NN	positive	0/0/0	D
Begebende	begebend	NN	positive	0/0/0	D
Begehren	Begehr	NN	positive	0/0/0	D
Begehrlichkeit	Begehrlichkeit	NN	positive	0/1/0	D
Begeisterte	Begeisterte	NN	positive	0/0/0	D
Begeisterung	Begeisterung	NN	positive	0.32/0/0	L
Begeisterungen	Begeisterung	NN	positive	0.32/0/0	L
Begeisterungsfähigkeit	Begeisterungsfähigkeit	NN	positive	0/0/0	D
Begeisterungstaumel	Begeisterungstaumel	NN	positive	0/0/0	D
Begier	Begier	NN	positive	0/0/0	D
Begierde	Begierde	NN	positive	0/0/0	D
Beginn	Beginn	NN	positive	0.294118/0.470588/0.235294	D
Beglaubigung	Beglaubigung	NN	positive	0/0/0	D
Beglaubigungsbrief	Beglaubigungsbrief	NN	positive	0/0/0	D
Beglückung	Beglückung	NN	positive	0/0/0	D
Beglückwünschung	Beglückwünschung	NN	positive	0/0/0	D
Begnadigung	Begnadigung	NN	positive	0.0040/0/0	L
Begnadigungen	Begnadigung	NN	positive	0.0040/0/0	L
Begünstigte	begünstigen	NN	positive	0/0/0	D
Begünstigung	Begünstigung	NN	positive	0.0040/0/0	L
Begünstigungen	Begünstigung	NN	positive	0.0040/0/0	L
Behaglichkeit	Behaglichkeit	NN	positive	0/0/0	D
Behebung	Behebung	NN	positive	0/0/1	D
Behutsamkeit	Behutsamkeit	NN	positive	0/0/0	D
Behändigkeit	Behändigkeit	NN	positive	0/0/0	D
Beifall	Beifall	NN	positive	0.3265/0/0	L
Beifalles	Beifall	NN	positive	0.3265/0/0	L
Beifalls	Beifall	NN	positive	0.3265/0/0	L
Beifallsruf	Beifallsruf	NN	positive	0.0040/0/0	L
Beifallsrufe	Beifallsruf	NN	positive	0.0040/0/0	L
Beifallsrufen	Beifallsruf	NN	positive	0.0040/0/0	L
Beifallsrufes	Beifallsruf	NN	positive	0.0040/0/0	L
Beifallsrufs	Beifallsruf	NN	positive	0.0040/0/0	L
Beifallssturm	Beifallssturm	NN	positive	0/0/0	D
Beilegung	Beilegung	NN	positive	0.0040/0/0	L
Beilegungen	Beilegung	NN	positive	0.0040/0/0	L
Beisteuerung	Beisteuerung	NN	positive	0.0040/0/0	L
Beitrag	Beitrag	NN	positive	0/1/0	D
Beitritt	Beitritt	NN	positive	0.0040/0/0	L
Beitritte	Beitritt	NN	positive	0.0040/0/0	L
Beitritten	Beitritt	NN	positive	0.0040/0/0	L
Beitrittes	Beitritt	NN	positive	0.0040/0/0	L
Beitritts	Beitritt	NN	positive	0.0040/0/0	L
Bejahung	Bejahung	NN	positive	0/0/0	D
Bekannte	Bekannte	NN	positive	0.2/0.5/0.3	D
Bekräftigung	Bekräftigung	NN	positive	0.0040/0/0	L
Bekräftigungen	Bekräftigung	NN	positive	0.0040/0/0	L
Belastbarkeit	Belastbarkeit	NN	positive	0.0040/0/0	L
Belastbarkeiten	Belastbarkeit	NN	positive	0.0040/0/0	L
Belebtheit	Belebtheit	NN	positive	0.0040/0/0	L
Belebung	Belebung	NN	positive	0/0/0	D
Beleuchtung	Beleuchtung	NN	positive	0.428571/0.238095/0.333333	D
Belieben	Belieben	NN	positive	0/0/0	D
Beliebtheit	Beliebtheit	NN	positive	0.0040/0/0	L
Belobigung	Belobigung	NN	positive	0/0/0	D
Belohnung	Belohnung	NN	positive	0.0813/0/0	L
Belohnungen	Belohnung	NN	positive	0.0813/0/0	L
Belustigung	Belustigung	NN	positive	0/0/0	D
Benefiz	Benefiz	NN	positive	0.0040/0/0	L
Benefize	Benefiz	NN	positive	0.0040/0/0	L
Benefizen	Benefiz	NN	positive	0.0040/0/0	L
Benefizes	Benefiz	NN	positive	0.0040/0/0	L
Benefizvorstellung	Benefizvorstellung	NN	positive	0/0/0	D
Beredsamkeit	Beredsamkeit	NN	positive	0/0/0	D
Beredtheit	Beredtheit	NN	positive	0/0/0	D
Bereicherung	Bereicherung	NN	positive	0.0040/0/0	L
Bereicherungen	Bereicherung	NN	positive	0.0040/0/0	L
Bereinigung	Bereinigung	NN	positive	0/0/0	D
Bereitschaft	Bereitschaft	NN	positive	0.0040/0/0	L
Bereitschaften	Bereitschaft	NN	positive	0.0040/0/0	L
Bereitstellung	Bereitstellung	NN	positive	0.0040/0/0	L
Bereitstellungen	Bereitstellung	NN	positive	0.0040/0/0	L
Bereitwilligkeit	Bereitwilligkeit	NN	positive	0/0/0	D
Bergfeste	Bergfest	NN	positive	0/0/0	D
Beruhigung	Beruhigung	NN	positive	0.0040/0/0	L
Beruhigungen	Beruhigung	NN	positive	0.0040/0/0	L
Berühmtheit	Berühmtheit	NN	positive	0/0/0	D
Beschaulichkeit	Beschaulichkeit	NN	positive	0/0/0	D
Bescheidenheit	Bescheidenheit	NN	positive	0.0852/0/0	L
Beschirmer	Beschirmer	NN	positive	0/0/0	D
Beschleunigung	Beschleunigung	NN	positive	0.0040/0/0	L
Beschleunigungen	Beschleunigung	NN	positive	0.0040/0/0	L
Beschwichtigung	Beschwichtigung	NN	positive	0.0040/0/0	L
Beschwichtigungen	Beschwichtigung	NN	positive	0.0040/0/0	L
Beschützer	Beschützer	NN	positive	0/0/0	D
Beschützerin	Beschützer	NN	positive	0/0/0	D
Besichtiger	Besichtiger	NN	positive	0/0/0	D
Besiegung	Besiegung	NN	positive	0/0/0	D
Besinnung	Besinnung	NN	positive	0/0/0	D
Besitz	Besitz	NN	positive	0.0040/0/0	L
Besitzes	Besitz	NN	positive	0.0040/0/0	L
Besitzs	Besitz	NN	positive	0.0040/0/0	L
Besonnenheit	Besonnenheit	NN	positive	0/0/0	D
Besserung	Besserung	NN	positive	0.0040/0/0	L
Besserungen	Besserung	NN	positive	0.0040/0/0	L
Besserungnen	Besserung	NN	positive	0.0040/0/0	L
Bestand	Bestand	NN	positive	0/0/0	D
Bestehen	Bestehen	NN	positive	0.181818/0.636364/0.181818	D
Bestimmtheit	Bestimmtheit	NN	positive	0/0/0	D
Beständigkeit	Beständigkeit	NN	positive	0/0/0	D
Bestätigung	Bestätigung	NN	positive	0.0040/0/0	L
Bestätigungen	Bestätigung	NN	positive	0.0040/0/0	L
Beteiligung	Beteiligung	NN	positive	0.0040/0/0	L
Beteiligungen	Beteiligung	NN	positive	0.0040/0/0	L
Beteuerung	Beteuerung	NN	positive	0/0/0	D
Betriebsicherheit	Betriebsicherheit	NN	positive	0/0/0	D
Betriebsschutz	Betriebsschutz	NN	positive	0/0/0	D
Bevollmächtigung	Bevollmächtigung	NN	positive	0/0/0	D
Bewilligung	Bewilligung	NN	positive	0/0/0	D
Bewunderer	Bewunderer	NN	positive	0.0040/0/0	L
Bewunderern	Bewunderer	NN	positive	0.0040/0/0	L
Bewunderers	Bewunderer	NN	positive	0.0040/0/0	L
Bewunderung	Bewunderung	NN	positive	0.0040/0/0	L
Bewunderungen	Bewunderung	NN	positive	0.0040/0/0	L
Bewältigung	Bewältigung	NN	positive	0/0/0	D
Bezüge	Bezug	NN	positive	0.357143/0.5/0.142857	D
Bildung	Bildung	NN	positive	0.0040/0/0	L
Bildungen	Bildung	NN	positive	0.0040/0/0	L
Bindekraft	Bindekraft	NN	positive	0/0/0	D
Bindigkeit	Bindigkeit	NN	positive	0/0/0	D
Bindung	Bindung	NN	positive	0/0/0	D
Blüte	Blüte	NN	positive	0.0040/0/0	L
Blüten	Blüte	NN	positive	0.0040/0/0	L
Blütezeit	Blütezeit	NN	positive	0/0/0	D
Bombenerfolg	Bombenerfolg	NN	positive	0/0/0	D
Bonbon	Bonbon	NN	positive	0/0/0	D
Bonität	Bonität	NN	positive	0.0040/0/0	L
Bonitäten	Bonität	NN	positive	0.0040/0/0	L
Bonus	Bonus	NN	positive	0.0040/0/0	L
Bonuse	Bonus	NN	positive	0.0040/0/0	L
Bonusen	Bonus	NN	positive	0.0040/0/0	L
Bonuses	Bonus	NN	positive	0.0040/0/0	L
Bonuss	Bonus	NN	positive	0.0040/0/0	L
Bonusse	Bonus	NN	positive	0.0040/0/0	L
Bonussen	Bonus	NN	positive	0.0040/0/0	L
Bonusses	Bonus	NN	positive	0.0040/0/0	L
Boom	Boom	NN	positive	0.0040/0/0	L
Booms	Boom	NN	positive	0.0040/0/0	L
Brandung	Brandung	NN	positive	0/0/0	D
Brauch	Brauch	NN	positive	0.5/0.5/0	D
Brauchbarkeit	Brauchbarkeit	NN	positive	0/0/1	D
Brauchtum	Brauchtum	NN	positive	0/0/0	D
Bravoruf	Bravoruf	NN	positive	0/0/0	D
Bravour	Bravour	NN	positive	0/0/1	D
Brillanz	Brillanz	NN	positive	0.0040/0/0	L
Brook	Brook	NN	positive	0/0/0	D
Bruderhand	Bruderhand	NN	positive	0/0/0	D
Bruderkuss	Bruderkuß	NN	positive	0/0/0	D
Brüderlichkeit	Brüderlichkeit	NN	positive	0.0040/0/0	L
Bund	Bund	NN	positive	0.0040/0/0	L
Bunde	Bund	NN	positive	0.0040/0/0	L
Bunden	Bund	NN	positive	0.0040/0/0	L
Bundes	Bund	NN	positive	0.0040/0/0	L
Bunds	Bund	NN	positive	0.0040/0/0	L
Busserl	Busserl	NN	positive	0/0/0	D
Bussi	Bussi	NN	positive	0/0/0	D
Bußfertigkeit	Bußfertigkeit	NN	positive	0/0/0	D
Bärendienst	Bärendienst	NN	positive	0/0/0	D
Bünde	Bund	NN	positive	0.0040/0/0	L
Bünden	Bund	NN	positive	0.0040/0/0	L
Bündnis	Bündnis	NN	positive	0.0040/0/0	L
Bündnise	Bündnis	NN	positive	0.0040/0/0	L
Bündnisen	Bündnis	NN	positive	0.0040/0/0	L
Bündnises	Bündnis	NN	positive	0.0040/0/0	L
Bündnispartner	Bündnispartner	NN	positive	0/0/0	D
Bündnispolitik	Bündnispolitik	NN	positive	0/0/0	D
Bündniss	Bündnis	NN	positive	0.0040/0/0	L
Bündnisse	Bündnis	NN	positive	0.0040/0/0	L
Bündnissen	Bündnis	NN	positive	0.0040/0/0	L
Bündnisses	Bündnis	NN	positive	0.0040/0/0	L
Bündnissystem	Bündnissystem	NN	positive	0/0/0	D
Bürge	Bürge	NN	positive	0/0/0	D
Bürger	Bürger	NN	positive	0/0/0	D
Caritas	Caritas	NN	positive	0/0/0	D
Champion	Champion	NN	positive	0.0040/0/0	L
Champions	Champion	NN	positive	0.0040/0/0	L
Chance	Chance	NN	positive	0.2/0.56/0.24	D
Chancen	Chance	NN	positive	0.2/0.56/0.24	D
Charakter	Charakter	NN	positive	0/1/0	D
Charakterstärke	Charakterstärke	NN	positive	0/0/0	D
Charisma	Charisma	NN	positive	0.0040/0/0	L
Charme	Charme	NN	positive	0.0040/0/0	L
Charmes	Charme	NN	positive	0.0040/0/0	L
Chip-Freigabe	Chip-Freigabe	NN	positive	0/0/0	D
Cleverness	Cleverness	NN	positive	0.0040/0/0	L
Comeback	Comeback	NN	positive	0.0712/0/0	L
Comebacks	Comeback	NN	positive	0.0712/0/0	L
Courage	Courage	NN	positive	0/0/0	D
Dank	Dank	NN	positive	0.495238/0.333333/0.171429	D
Dankbarkeit	Dankbarkeit	NN	positive	0.0040/0/0	L
Dankes	Dank	NN	positive	0.495238/0.333333/0.171429	D
Dankeschön	Dankeschön	NN	positive	1/0/0	D
Danksagung	Danksagung	NN	positive	0/1/0	D
Delikatesse	Delikatesse	NN	positive	0/0/0	D
Demut	Demut	NN	positive	0/0/0	D
Denkmalschutz	Denkmalschutz	NN	positive	0/0/0	D
Dessert	Dessert	NN	positive	0/0/0	D
Deutlichkeit	Deutlichkeit	NN	positive	0/0/0	D
Dichte	Dichte	NN	positive	0/0/0	D
Dichtigkeit	Dichtigkeit	NN	positive	1/0/0	D
Dichtkunst	Dichtkunst	NN	positive	0/0/0	D
