Differenzbetrag	Differenzbetrag	NN	neutral	0/0/0	D
Digitalzeichen	Digitalzeichen	NN	neutral	0/0/0	D
Ding	Ding	NN	neutral	0.271605/0.561728/0.166667	D
Dinge	Ding	NN	neutral	0.271605/0.561728/0.166667	D
Diplomatie	Diplomatie	NN	neutral	0/0/0	D
Distribution	Distribution	NN	neutral	0/0/1	D
Drahtkorbbuhne	Drahtkorbbuhne	NN	neutral	0/0/0	D
Drahtschotterbuhne	Drahtschotterbuhne	NN	neutral	0/0/0	D
Drall	Drall	NN	neutral	0/0/0	D
Drehdurchmesser	Drehdurchmesser	NN	neutral	0/0/0	D
Drehscheibe	Drehscheibe	NN	neutral	0/0/0	D
Drehung	Drehung	NN	neutral	0/0/0	D
Drehungen	Drehung	NN	neutral	0/0/0	D
Drosselklappe	Drosselklappe	NN	neutral	0/0/0	D
Drosselspule	Drosselspule	NN	neutral	0/0/0	D
Druckluft	Druckluft	NN	neutral	0/0/0	D
Druckpresse	Druckpresse	NN	neutral	0/0/0	D
Druckstoß	Druckstoß	NN	neutral	0/0/0	D
Durchblicke	Durchblick	NN	neutral	0/0/0	D
Durchfahrtshöhe	Durchfahrtshöhe	NN	neutral	0/0/0	D
Durchführung	Durchführung	NN	neutral	1/0/0	D
Durchschlagpapier	Durchschlagpapier	NN	neutral	0/0/0	D
Dämmerung	Dämmerung	NN	neutral	1/0/0	D
Dämpfung	Dämpfung	NN	neutral	0/1/0	D
Dämpfungsverhältnis	Dämpfungsverhältnis	NN	neutral	0/0/0	D
Ebene	Ebene	NN	neutral	0.25/0.75/0	D
Effektivverzinsung	Effektivverzinsung	NN	neutral	0/0/0	D
Ehefähigkeitszeugnis	Ehefähigkeitszeugnis	NN	neutral	0/0/0	D
Eigenkapitaldecke	Eigenkapitaldecke	NN	neutral	0/0/0	D
Eigenschaft	Eigenschaft	NN	neutral	0.333333/0.4/0.266667	D
Einbildungskraft	Einbildungskraft	NN	neutral	0/0/0	D
Einfachheit	Einfachheit	NN	neutral	0.666667/0.333333/0	D
Einfall	Einfall	NN	neutral	0/1/0	D
Einflugloch	Einflugloch	NN	neutral	0/0/0	D
Einfärbemittel	Einfärbemittel	NN	neutral	0/0/0	D
Einkünfte	Einkunft	NN	neutral	0/0/0	D
Einstellung	Einstellung	NN	neutral	0.296296/0.37037/0.333333	D
Eintopf	Eintopf	NN	neutral	0/0/0	D
Eintopfgericht	Eintopfgericht	NN	neutral	0/0/0	D
Einziehschacht	Einziehschacht	NN	neutral	0/0/0	D
Elektronenbeschuss	Elektronenbeschuss	NN	neutral	0/0/0	D
Elektroschock-Gürtel	Elektroschock-Gürtel	NN	neutral	0/0/0	D
Elfmeter	Elfmeter	NN	neutral	0/0/0	D
Eltern	Elter	NN	neutral	0.526316/0.315789/0.157895	D
Emotion	Emotion	NN	neutral	0.6/0.2/0.2	D
Empfangsbestätigung	Empfangsbestätigung	NN	neutral	0/0/0	D
Empfindung	Empfindung	NN	neutral	0/0/0	D
Endneigung	Endneigung	NN	neutral	0/0/0	D
Enkelgesellschaft	Enkelgesellschaft	NN	neutral	0/0/0	D
Entstellung	Entstellung	NN	neutral	0/0/0	D
Entwerter	Entwerter	NN	neutral	0/0/0	D
Entwurf	Entwurf	NN	neutral	0/0/0	D
Entwurfsziel	Entwurfsziel	NN	neutral	0/0/0	D
Erfindung	Erfindung	NN	neutral	0.571429/0.142857/0.285714	D
Ergriffenheit	Ergriffenheit	NN	neutral	0/0/0	D
Ergussgestein	Ergussgestein	NN	neutral	0/0/0	D
Erkenntnisbereich	Erkenntnisbereich	NN	neutral	0/0/0	D
Ernährung	Ernährung	NN	neutral	1/0/0	D
Erprobung	Erprobung	NN	neutral	0/0/0	D
Erregung	Erregung	NN	neutral	0/0/0	D
Ersatz	Ersatz	NN	neutral	0.148936/0.446809/0.404255	D
Erwartung	Erwartung	NN	neutral	0.271429/0.457143/0.271429	D
Erwartungswert	Erwartungswert	NN	neutral	0/0/0	D
Erziehungsberechtigte	Erziehungsberechtigte	NN	neutral	0/0/0	D
Erzählung	Erzählung	NN	neutral	0/0/0	D
Europäische	Europäische	NN	neutral	0/0/0	D
Exeget	Exeget	NN	neutral	0/0/0	D
Exegetin	Exegetin	NN	neutral	0/0/0	D
Exemplar	Exemplar	NN	neutral	0.125/0.625/0.25	D
Experiment	Experiment	NN	neutral	0.333333/0.333333/0.333333	D
Expertenkommission	Expertenkommission	NN	neutral	0/0/0	D
Fadenreiniger	Fadenreiniger	NN	neutral	0/0/0	D
Fahrzeugfolge	Fahrzeugfolge	NN	neutral	0/0/0	D
Fakt	Fakt	NN	neutral	0.5/0.5/0	D
Faktum	Faktum	NN	neutral	0.5/0.25/0.25	D
Fall	Fall	NN	neutral	0.343434/0.353535/0.30303	D
Farbe	Farbe	NN	neutral	0.313433/0.328358/0.358209	D
Farbstich	Farbstich	NN	neutral	0/0/0	D
Farbton	Farbton	NN	neutral	0/0/0	D
Farbtongleichheit	Farbtongleichheit	NN	neutral	0/0/0	D
Fechtbruder	Fechtbruder	NN	neutral	0/0/0	D
Federkraft	Federkraft	NN	neutral	0/0/0	D
Feldstärke	Feldstärke	NN	neutral	0/0/0	D
Fensternische	Fensternische	NN	neutral	0/0/0	D
Festung	Festung	NN	neutral	0/0/0	D
Finanzdiplomatie	Finanzdiplomatie	NN	neutral	0/0/0	D
Fixativ	Fixativ	NN	neutral	0/0/0	D
Fixierbad	Fixierbad	NN	neutral	0/0/0	D
Fixierer	Fixierer	NN	neutral	0/0/0	D
Flachspan	Flachspan	NN	neutral	0/0/0	D
Flamme	Flamme	NN	neutral	0.25/0.5/0.25	D
Fleischergeselle	Fleischergeselle	NN	neutral	0/0/0	D
Fleischerhandwerk	Fleischerhandwerk	NN	neutral	0/0/0	D
Flor	Flor	NN	neutral	0/0/1	D
Fluchtburg	Fluchtburg	NN	neutral	0/0/0	D
Fluchtstange	Fluchtstange	NN	neutral	0/0/0	D
Fluglage	Fluglage	NN	neutral	0/0/0	D
Folgerung	Folgerung	NN	neutral	0/0/0	D
Freisetzung	Freisetzung	NN	neutral	0/0/0	D
Fremdatom	Fremdatom	NN	neutral	0/0/0	D
Fremdfinanzierungsgrad	Fremdfinanzierungsgrad	NN	neutral	0/0/0	D
Fußnote	Fußnote	NN	neutral	0/0/0	D
Färbemittel	Färbemittel	NN	neutral	0/0/0	D
Färberröte	Färberröte	NN	neutral	0/0/0	D
Färberöte	Färberöte	NN	neutral	0/0/0	D
Garndrehung	Garndrehung	NN	neutral	0/0/0	D
Gartenfuchsschwanz	Gartenfuchsschwanz	NN	neutral	0/0/0	D
Geblüt	Geblüt	NN	neutral	0/0/0	D
Gebot	Gebot	NN	neutral	0/0/0	D
Gebärdenspiel	Gebärdenspiel	NN	neutral	0/0/0	D
Gedanke	Gedanke	NN	neutral	0.785714/0.214286/0	D
Gedankenstrich	Gedankenstrich	NN	neutral	0/0/0	D
Gegebenheit	Gegebenheit	NN	neutral	0.5/0/0.5	D
Geistesart	Geistesart	NN	neutral	0/0/0	D
Geisteshaltung	Geisteshaltung	NN	neutral	0/0/0	D
Gemütsart	Gemütsart	NN	neutral	0/0/0	D
Gemütsverfassung	Gemütsverfassung	NN	neutral	0/0/0	D
Gericht	Gericht	NN	neutral	1/0/0	D
Gerichtsentscheidung	Gerichtsentscheidung	NN	neutral	0/0/0	D
Gerichtshof	Gerichtshof	NN	neutral	0/0/0	D
Gerichtsurteil	Gerichtsurteil	NN	neutral	0/0/0	D
Geschichte	Geschichte	NN	neutral	0.478261/0.217391/0.304348	D
Geschmack	Geschmack	NN	neutral	0.292135/0.47191/0.235955	D
Geschmacksrichtung	Geschmacksrichtung	NN	neutral	1/0/0	D
Geschwindigkeit	Geschwindigkeit	NN	neutral	0.48/0.28/0.24	D
Gesetze	Gesetz	NN	neutral	0/0/1	D
Gesichtswinkel	Gesichtswinkel	NN	neutral	0/0/0	D
Gewicht	Gewicht	NN	neutral	0.434783/0.369565/0.195652	D
Gewissen	Gewisse	NN	neutral	0.625/0.25/0.125	D
Gewohnheits	Gewohnheit	NE	neutral	0/0/0	D
Gewächshaus	Gewächshaus	NN	neutral	0/0/0	D
Ghettoblaster	Ghettoblaster	NE	neutral	0/0/0	D
Gießbach	Gießbach	NN	neutral	0/0/0	D
Gittervorspannung	Gittervorspannung	NN	neutral	0/0/0	D
Glauben	Glaube	NN	neutral	0/1/0	D
Gleisner	Gleisner	NE	neutral	0/0/0	D
Gott	Gott	NN	neutral	0.214286/0.642857/0.142857	D
Gottes	Gott	NN	neutral	0.214286/0.642857/0.142857	D
Gottesdienst	Gottesdienst	NN	neutral	0/0/0	D
Grabung	Grabung	NN	neutral	0/0/0	D
Grannenhaar	Grannenhaar	NN	neutral	0/0/0	D
Griffigkeit	Griffigkeit	NN	neutral	0/0/1	D
Großsprecher	Großsprecher	NN	neutral	0/0/0	D
Großunternehmen	Großunternehmen	NN	neutral	0/0/0	D
Grund	Grund	NN	neutral	0.154472/0.642276/0.203252	D
Grundaufbau	Grundaufbau	NN	neutral	0/0/0	D
Grundschaltung	Grundschaltung	NN	neutral	0/0/0	D
Gruppe	Gruppe	NN	neutral	0.181818/0.636364/0.181818	D
Gummisauger	Gummisauger	NN	neutral	0/0/0	D
Guss	Guß	NN	neutral	0.857143/0/0.142857	D
Gärung	Gärung	NN	neutral	0/0/0	D
Hafen	Hafen	NN	neutral	0/0/0	D
Haltung	Haltung	NN	neutral	0.4/0.2/0.4	D
Handhabung	Handhabung	NN	neutral	0.405797/0.318841/0.275362	D
Handreichung	Handreichung	NN	neutral	0/0/0	D
Haptik	Haptik	NN	neutral	0.2/0.6/0.2	D
Hartmatte	Hartmatte	NE	neutral	0/0/0	D
Hartmetall	Hartmetall	NN	neutral	0/0/0	D
Hauch	Hauch	NN	neutral	0.333333/0.666667/0	D
Haupt	Haupt	NN	neutral	0.25/0.75/0	D
Hauptwort	Hauptwort	NN	neutral	0/0/0	D
Hefebrötchen	Hefebrötchen	NN	neutral	0/0/0	D
Herold	Herold	NN	neutral	0/0/0	D
Himmelskörper	Himmelskörper	NN	neutral	0/0/0	D
Hinweis	Hinweis	NN	neutral	0.275862/0.551724/0.172414	D
Hitze	Hitze	NN	neutral	0.142857/0.285714/0.571429	D
Hochdruck	Hochdruck	NN	neutral	0/0/0	D
Hochschaubahn	Hochschaubahn	NN	neutral	0/0/0	D
Hochsitz	Hochsitz	NN	neutral	0/0/0	D
Holzpantoffel	Holzpantoffel	NN	neutral	0/0/0	D
Horstbildung	Horstbildung	NN	neutral	0/0/0	D
Hotelzimmer	Hotelzimmer	NN	neutral	0/0/0	D
Hypothese	Hypothese	NN	neutral	0/0/0	D
Hämatokritwert	Hämatokritwert	NN	neutral	0/0/0	D
Höhenleitwerk	Höhenleitwerk	NN	neutral	0/0/0	D
Hügel	Hügel	NN	neutral	0/0/0	D
Hüne	Hüne	NN	neutral	0/0/0	D
Hünengestalt	Hünengestalt	NN	neutral	0/0/0	D
Inanspruchnahme	Inanspruchnahme	NN	neutral	0/0/1	D
Inbegriff	Inbegriff	NN	neutral	1/0/0	D
Inhibit-Draht	Inhibit-Draht	NN	neutral	0/0/0	D
Insel	Insel	NN	neutral	0.666667/0/0.333333	D
Instrumententafel	Instrumententafel	NN	neutral	0/0/0	D
Intention	Intention	NN	neutral	0/1/0	D
Isotopenhäufigkeit	Isotopenhäufigkeit	NN	neutral	0/0/0	D
